#{"t_start": 1607859638.9319758, "env_id": "Block-v4"}
r,l,t
-679.859246,113,599.215473
913.635152,301,600.409853
-673.801621,85,600.739115
180.643498,62,600.979822
-196.388197,134,601.501504
2507.920057,383,602.990629
-480.874343,103,603.388345
2261.364665,381,604.894178
916.086742,222,605.772891
-712.110145,94,606.14498
-315.624493,138,606.682575
29.473459,61,606.921897
1741.051549,411,608.523409
-675.671175,51,608.719936
-2.878572,24,608.814295
-669.881357,90,609.16246
1629.569554,301,610.359514
5334.835069,520,612.396194
70.774788,22,612.481975
85.320494,68,612.746031
-685.487808,105,613.152948
370.88679,99,613.540662
482.496238,170,614.200681
136.030326,59,614.427307
-562.018861,115,614.886544
-868.756943,143,615.455072
1856.202967,310,616.672982
3552.582201,538,618.768007
2346.468983,338,620.101214
615.98406,125,620.596355
-636.781328,80,620.911371
3274.744111,669,623.540441
-949.070201,66,623.799526
312.340961,114,624.254836
406.214746,72,624.535583
-938.829967,45,624.715347
5424.731323,956,628.482099
-92.728583,152,629.077263
1109.013506,172,629.745737
351.853361,76,630.042666
-697.659232,74,630.344019
-832.330435,66,630.605968
-772.746889,52,630.813092
-566.579449,255,631.81108
470.054812,154,632.412116
3590.274459,900,635.961294
142.75433,101,636.364808
-216.009775,207,637.195221
-906.143161,88,637.541915
-586.764646,72,637.832397
2950.295754,420,639.474797
1226.535569,214,640.334987
-210.576955,172,641.015466
-675.600246,112,641.452756
-481.945662,151,642.048597
100.30569,43,642.216399
403.94914,253,643.20645
139.764109,80,643.520442
600.76699,190,644.278437
195.534206,66,644.537289
35.221423,63,644.782192
822.149445,231,645.685273
3294.908893,532,647.792542
-720.962779,109,648.222968
-5.415771,1,648.230174
2180.569395,497,650.175542
-301.934705,177,650.869901
1934.759882,290,652.023911
116.858157,37,652.170322
864.342281,216,653.053648
2955.009944,294,654.318928
639.372363,302,655.540712
-763.173216,75,655.841375
532.112138,114,656.279481
3164.662018,330,657.571853
1225.403287,517,659.571467
782.171609,154,660.163894
473.656549,106,660.571226
1872.916526,479,662.452924
165.598865,113,662.895276
-798.954532,44,663.066779
1757.911367,259,664.08531
-790.209796,62,664.328158
24.968588,31,664.447458
2851.452106,498,666.386486
38.91641,63,666.633897
890.360523,347,667.983947
1099.312202,208,668.781766
92.541057,63,669.026717
5210.551098,489,670.914139
361.459602,184,671.642551
170.892366,57,671.869257
67.348843,55,672.092596
3818.123432,344,673.450309
3215.349914,210,674.270632
1102.643492,169,674.936235
659.478065,223,675.812965
4560.996497,354,677.208911
37.458052,52,677.418501
2457.453035,468,679.254176
449.668293,127,679.755391
4750.120784,824,682.997032
359.200906,177,683.695679
781.071088,158,684.316095
1664.202884,378,685.783324
-822.324492,76,686.074853
2191.517876,389,687.614166
2902.867942,556,689.786419
2024.373986,445,691.529577
532.464789,258,692.551931
252.036759,61,692.797914
833.031468,157,693.41022
287.588818,74,693.701414
-144.956593,185,694.427558
-974.979125,49,694.616566
524.893335,113,695.070936
300.609051,74,695.361208
79.491323,30,695.479135
-801.18499,68,695.747119
-4.659986,101,696.140213
861.427568,128,696.643975
2857.374316,642,699.184259
186.939933,62,699.427074
-509.767988,152,700.020064
